Filename,Target,Jupiter Host,Facility
ADP_2019_05_14T01_11_42.493,HD147513,Y,HARPS
ADP_2014_10_01T10_22_16.973,HD85119,N,HARPS
ADP_2014_09_26T16_52_51.640,HD106275,N,HARPS
ADP_2014_09_16T11_04_50.330,HD136894,N,HARPS
ADP_2014_10_02T10_00_26.490,HR4979,Y,HARPS
ADP_2014_09_16T11_07_05.357,HD35854,N,HARPS
ADP_2018_09_06T10_12_41.953,HD23356,N,FEROS
ADP_2014_09_24T09_41_24.377,HD73524,N,HARPS
ADP_2014_09_17T11_21_03.323,HD8828,N,HARPS
ADP_2016_09_20T06_47_09.019,GJ845,Y,FEROS
ADP_2014_09_17T11_19_50.027,HD176986,N,HARPS
ADP_2014_09_26T16_54_45.530,HD12387,N,HARPS
ADP_2014_09_26T16_53_32.323,HD220367,N,HARPS
ADP_2014_09_23T11_03_16.097,HD144628,N,HARPS
ADP_2014_10_01T10_23_11.087,HD166724,Y,HARPS
ADP_2014_09_17T11_21_51.763,GJ1048,N,HARPS
ADP_2014_10_01T10_20_01.993,HD169830,Y,HARPS
ADP_2014_10_01T10_23_34.957,HD25120,N,HARPS
ADP_2014_09_23T11_02_07.283,HD11964A,Y,HARPS
ADP_2014_09_18T12_10_25.763,HD144585,N,HARPS
ADP_2014_09_18T12_12_12.267,HD195302,N,HARPS
ADP_2014_09_26T16_51_51.470,HD134606,N,HARPS
ADP_2014_09_26T16_52_19.197,HD11505,N,HARPS
ADP_2014_09_26T16_51_22.757,HD220367,N,HARPS
ADP_2014_09_25T15_34_47.597,HD83529,N,HARPS
ADP_2020_11_11T01_13_39.168,HD76151,N,HARPS
ADP_2019_05_20T01_01_47.756,HIP30503,N,HARPS
ADP_2014_09_16T11_08_05.150,HD188559,N,HARPS
ADP_2014_09_26T16_54_15.483,HD168871,N,HARPS
ADP_2016_09_20T09_32_34.965,eps-Indi,Y,FEROS
ADP_2015_12_18T01_01_56.523,HD15337,N,HARPS
ADP_2014_09_17T11_20_02.740,HD92588,N,HARPS
ADP_2014_09_17T11_23_53.093,HD223171,N,HARPS
ADP_2017_02_19T01_01_41.362,HD93083,Y,HARPS
ADP_2014_09_16T11_07_46.727,HD8638,N,HARPS
ADP_2014_09_23T11_05_44.920,HD59468,N,HARPS
ADP_2016_08_10T01_03_16.102,HD208487,Y,HARPS
ADP_2016_09_27T09_50_45.253,HD72673,N,FEROS
ADP_2014_09_18T12_14_55.310,HD20003,N,HARPS
ADP_2014_09_17T11_22_11.080,HD19994,Y,HARPS
ADP_2014_09_24T09_44_31.020,HD111232,Y,HARPS
ADP_2014_09_25T15_35_32.283,HD36108,N,HARPS
ADP_2014_09_26T16_54_10.823,HD20781,N,HARPS
ADP_2014_10_02T10_01_15.257,HD122862,N,HARPS
ADP_2014_09_26T16_51_51.237,HD65562,N,HARPS
ADP_2017_10_20T01_01_26.015,HIP108468,N,HARPS
ADP_2014_09_23T11_01_26.193,HD213941,N,HARPS
ADP_2014_09_18T12_17_16.747,HD165920,N,HARPS
ADP_2014_09_25T15_32_58.110,HD221146,N,HARPS
ADP_2014_09_17T11_23_12.540,HD82516,N,HARPS
ADP_2015_11_28T02_00_56.563,HD15337,N,HARPS
ADP_2014_09_23T11_03_02.713,HD213941,N,HARPS
ADP_2014_09_24T09_43_46.263,HD83529,N,HARPS
ADP_2014_09_18T12_17_26.657,HD90812,N,HARPS
ADP_2014_09_23T11_04_36.767,HD204385,N,HARPS
ADP_2014_09_25T15_36_17.430,HD3569,N,HARPS
ADP_2014_09_26T16_54_01.307,HD192961,N,HARPS
ADP_2014_09_18T12_15_08.537,HD128674,N,HARPS
ADP_2014_09_23T11_01_40.727,HD189625,N,HARPS
ADP_2014_09_23T11_05_31.143,HD204385,N,HARPS
ADP_2016_09_12T07_26_55.438,HD1388,N,HARPS
ADP_2014_10_01T10_21_50.307,HIP22059,N,HARPS
ADP_2014_10_06T10_04_16.073,HIP14501,N,HARPS
ADP_2014_09_17T11_23_28.333,HD38973,N,HARPS
ADP_2014_09_17T11_21_42.473,HD176986,N,HARPS
ADP_2014_09_18T12_11_18.870,HD92588,N,HARPS
ADP_2014_09_16T11_03_48.740,HD21749,N,HARPS
ADP_2014_10_01T10_20_16.967,HD216777,N,HARPS
ADP_2014_09_24T09_42_27.070,HD967,N,HARPS
ADP_2014_09_24T09_44_05.057,HD128674,N,HARPS
ADP_2014_09_25T15_34_32.463,HD176986,N,HARPS
ADP_2014_09_16T11_05_21.113,HD16417,N,HARPS
ADP_2015_11_14T02_00_42.800,HD193193,N,HARPS
ADP_2016_11_28T01_02_01.303,HD78429,N,HARPS
ADP_2014_10_01T10_22_54.953,HD52265,Y,HARPS
ADP_2020_12_08T01_12_02.988,HD4915,N,HARPS
ADP_2018_12_27T01_12_35.506,HD108147,Y,HARPS
ADP_2014_09_17T11_23_45.067,HD145598,N,HARPS
ADP_2014_10_01T10_23_36.163,HD330075,Y,HARPS
ADP_2014_10_02T09_59_55.360,HD22879,N,HARPS
ADP_2014_10_01T10_19_58.283,HD63454,Y,HARPS
ADP_2016_09_20T12_43_03.821,HD8389,N,FEROS
ADP_2014_09_25T15_33_09.643,HD183658,N,HARPS
ADP_2014_09_16T11_07_02.887,HD110619,N,HARPS
ADP_2014_10_07T14_31_23.523,HD223171,N,HARPS
ADP_2014_09_29T13_27_07.390,HD32724,N,HARPS
ADP_2019_07_04T01_16_29.225,HD196050,Y,HARPS
ADP_2014_10_02T09_59_51.600,HD188559,N,HARPS
ADP_2014_09_16T11_07_34.007,HD166724,Y,HARPS
ADP_2014_10_01T10_21_41.177,HD101930,Y,HARPS
ADP_2014_09_16T11_03_37.817,HD34449,N,HARPS
ADP_2014_09_18T12_13_54.597,HD157830,N,HARPS
ADP_2014_09_17T11_24_45.033,HD50806,N,HARPS
ADP_2014_09_26T16_54_26.220,HD168871,N,HARPS
ADP_2017_02_12T01_01_35.323,HD114853,N,HARPS
ADP_2016_03_18T01_03_02.047,HD93083,Y,HARPS
ADP_2014_09_23T11_06_07.423,HD137388,Y,HARPS
ADP_2015_05_31T23_55_52.387,HD183658,N,HARPS
ADP_2016_06_22T01_04_47.070,HD168746,Y,HARPS
ADP_2014_10_02T10_03_02.960,HD89454,N,HARPS
ADP_2014_09_25T15_36_26.577,HD195564,N,HARPS
ADP_2014_09_26T16_54_54.107,HD2071,N,HARPS
ADP_2016_03_19T01_03_22.243,HD111232,Y,HARPS
ADP_2014_10_06T10_07_07.033,HD40307,N,HARPS
ADP_2014_10_06T10_03_57.833,HIP108468,N,HARPS
ADP_2014_09_25T15_35_29.513,HD110619,N,HARPS
ADP_2019_04_11T03_42_03.651,HD193193,N,HARPS
ADP_2014_09_25T15_33_57.320,HD109409,N,HARPS
ADP_2014_09_17T11_23_35.037,HD100508,N,HARPS
ADP_2014_09_23T11_03_57.840,HD24892,N,HARPS
ADP_2014_09_25T15_33_40.710,HD44447,N,HARPS
ADP_2014_09_17T11_21_15.103,HR4979,Y,HARPS
ADP_2014_10_02T10_03_24.390,HD162396,N,HARPS
ADP_2014_09_25T15_37_23.073,HD161098,N,HARPS
ADP_2017_10_06T09_32_28.261,GJ86,Y,FEROS
ADP_2014_09_25T15_33_01.607,HD125881,N,HARPS
ADP_2016_09_20T06_47_08.873,HD17051,Y,FEROS
ADP_2014_09_24T09_42_06.740,HD73121,N,HARPS
ADP_2014_09_23T11_04_12.833,HD199960,N,HARPS
ADP_2016_06_23T01_04_11.937,HD130322,Y,HARPS
ADP_2014_09_26T16_54_13.607,HD117207,Y,HARPS
ADP_2014_09_16T11_04_15.383,HD16297,N,HARPS
ADP_2014_09_25T15_36_57.570,HD13808,N,HARPS
ADP_2016_09_26T07_15_37.337,HD10700,N,FEROS
ADP_2014_10_02T10_00_34.387,HD189625,N,HARPS
ADP_2014_10_01T10_20_17.033,HD160691,Y,HARPS
ADP_2015_01_03T22_55_22.123,HIP54287,N,HARPS
ADP_2019_04_28T01_12_54.833,HD107148,Y,HARPS
ADP_2014_09_25T15_32_54.930,HD283,N,HARPS
ADP_2014_09_17T11_21_08.250,HD193193,N,HARPS
ADP_2014_10_02T10_01_25.193,HD162396,N,HARPS
ADP_2017_02_25T01_02_38.076,HIP54287,N,HARPS
ADP_2014_09_26T16_53_20.967,HD134060,N,HARPS
ADP_2014_10_07T08_34_57.290,HD111232,Y,HARPS
ADP_2016_06_21T01_04_10.897,HD130322,Y,HARPS
ADP_2014_10_06T10_04_34.463,HD207970,N,HARPS
ADP_2016_09_20T08_08_13.128,HD65486,N,FEROS
ADP_2016_09_26T07_15_33.196,HD43162,N,FEROS
ADP_2016_09_27T07_02_44.029,HD72673,N,FEROS
ADP_2014_09_26T16_53_27.673,HD117207,Y,HARPS
ADP_2014_09_23T11_02_18.233,HD223121,N,HARPS
ADP_2016_08_11T01_03_35.421,HD121504,Y,HARPS
ADP_2016_09_20T12_22_52.778,eps-Indi,Y,FEROS
ADP_2014_09_18T12_14_38.510,HD16417,N,HARPS
ADP_2019_06_22T01_17_15.271,HIP80337,Y,HARPS
ADP_2014_09_17T11_24_14.483,HD19994,Y,HARPS
ADP_2014_09_25T15_37_30.477,HD157830,N,HARPS
ADP_2016_02_15T01_02_34.063,HD35854,N,HARPS
ADP_2014_09_24T09_41_57.713,HD95456,N,HARPS
ADP_2018_10_23T01_28_49.120,HD196050,Y,HARPS
ADP_2014_09_26T16_52_10.297,HD224393,N,HARPS
ADP_2019_05_14T01_11_42.503,HD159868,Y,HARPS
ADP_2014_09_24T09_44_32.087,HD154088,N,HARPS
ADP_2014_09_17T11_24_38.013,HD145666,N,HARPS
ADP_2014_09_25T15_32_41.220,HD3569,N,HARPS
ADP_2014_10_02T10_00_40.137,HD221420,Y,HARPS
ADP_2014_10_02T10_01_02.763,HD188559,N,HARPS
ADP_2014_09_17T11_20_02.900,HD4307,N,HARPS
ADP_2014_09_18T12_17_01.273,HD2638,Y,HARPS
ADP_2014_09_17T11_23_53.380,HD157830,N,HARPS
ADP_2014_09_16T11_04_53.180,HD11505,N,HARPS
ADP_2014_09_25T15_36_22.390,HD195564,N,HARPS
ADP_2014_09_23T11_04_54.763,HD8828,N,HARPS
ADP_2017_02_21T01_03_25.842,HD125184,N,HARPS
ADP_2016_01_31T01_03_05.967,HD45364,Y,HARPS
ADP_2014_09_25T15_34_14.417,HD31527,N,HARPS
ADP_2014_10_01T10_23_38.663,HD222582,Y,HARPS
ADP_2014_09_16T11_03_39.993,HD148303,N,HARPS
ADP_2014_10_01T10_23_19.807,HIP21539,N,HARPS
ADP_2014_09_17T11_21_16.370,HD71479,N,HARPS
ADP_2014_09_18T12_13_46.193,HD31822,N,HARPS
ADP_2014_10_01T10_19_57.583,HD10180,N,HARPS
ADP_2016_06_23T01_04_11.921,HD121504,Y,HARPS
ADP_2014_09_16T11_04_39.210,HD63765,Y,HARPS
ADP_2016_09_01T01_03_10.300,HD222669,N,HARPS
ADP_2014_09_25T15_37_24.367,HD11505,N,HARPS
ADP_2014_09_26T16_54_46.850,HD196800,N,HARPS
ADP_2014_09_25T15_36_31.297,HD13808,N,HARPS
ADP_2014_10_06T10_04_08.387,HD69655,N,HARPS
ADP_2014_10_01T10_20_52.110,HD202206,N,HARPS
ADP_2014_10_02T10_01_45.960,HD124106,N,HARPS
ADP_2014_09_24T09_44_44.697,HD65277,N,HARPS
ADP_2014_09_26T16_52_07.977,HIP54287,N,HARPS
ADP_2014_09_24T09_43_05.783,HD69655,N,HARPS
ADP_2014_09_23T11_05_14.647,HD13808,N,HARPS
ADP_2014_09_23T11_04_45.397,HD145598,N,HARPS
ADP_2014_09_26T16_54_38.707,HD157347,N,HARPS
ADP_2014_09_16T11_07_40.063,HD361,N,HARPS
ADP_2014_09_17T11_23_23.850,HD38973,N,HARPS
ADP_2014_12_06T19_00_39.720,HD35854,N,HARPS
ADP_2014_09_17T11_22_33.347,HD21749,N,HARPS
ADP_2014_09_23T11_04_16.503,HD181433,Y,HARPS
ADP_2014_09_17T11_21_35.330,HD114747,N,HARPS
ADP_2014_09_26T16_53_24.007,HD95521,N,HARPS
ADP_2014_09_17T11_21_07.383,HD157830,N,HARPS
ADP_2014_10_07T08_34_02.340,HD157347,N,HARPS
ADP_2014_09_24T09_41_25.930,HD13808,N,HARPS
ADP_2014_09_17T11_23_23.503,HD181433,Y,HARPS
ADP_2014_10_02T09_59_23.423,HD190954,N,HARPS
ADP_2014_10_01T10_19_33.040,HD85119,N,HARPS
ADP_2014_09_17T11_21_57.660,HD19994,Y,HARPS
ADP_2014_09_17T11_22_22.530,HD21019,N,HARPS
ADP_2016_09_28T01_03_05.427,HD215152,N,HARPS
ADP_2019_11_09T01_08_56.925,HD216435,Y,HARPS
ADP_2014_10_06T10_04_43.377,HD210277,Y,HARPS
ADP_2014_10_01T10_22_51.967,HD221146,N,HARPS
ADP_2014_09_24T09_44_09.973,HD159868,Y,HARPS
ADP_2014_09_24T09_43_46.760,HD73121,N,HARPS
ADP_2014_10_06T10_06_51.073,HD13060,N,HARPS
ADP_2014_09_23T11_02_38.450,HD31527,N,HARPS
ADP_2014_09_23T11_03_43.307,HD9782,N,HARPS
ADP_2014_09_18T12_11_55.413,HD154962,N,HARPS
ADP_2014_09_18T12_16_22.650,HD154088,N,HARPS
ADP_2014_09_18T12_11_08.207,HD82516,N,HARPS
ADP_2014_09_25T15_37_24.760,HD93385,N,HARPS
ADP_2014_09_26T16_52_19.050,HD192961,N,HARPS
ADP_2015_08_25T23_55_38.417,HD134606,N,HARPS
ADP_2014_10_01T10_20_23.793,HD160691,Y,HARPS
ADP_2014_10_01T10_22_54.553,HD73256,N,HARPS
ADP_2014_09_16T11_05_10.500,HD196800,N,HARPS
ADP_2014_09_23T11_02_19.337,HD115674,N,HARPS
ADP_2014_09_24T09_44_02.713,HD145809,N,HARPS
ADP_2016_09_20T08_08_13.186,HD103932,N,FEROS
ADP_2016_09_27T07_02_45.087,muAra,Y,FEROS
ADP_2014_09_25T15_34_32.863,HD105837,N,HARPS
ADP_2016_09_20T12_43_03.837,HD10002,N,FEROS
ADP_2014_09_23T11_05_03.220,HD9782,N,HARPS
ADP_2014_09_18T12_10_10.903,HD2638,Y,HARPS
ADP_2014_09_24T09_42_09.410,HD10180,N,HARPS
ADP_2016_02_16T01_02_54.287,HD92719,N,HARPS
ADP_2014_09_16T11_04_10.533,HD124364,N,HARPS
ADP_2014_09_17T11_22_01.527,HD108309,N,HARPS
ADP_2016_08_09T01_03_45.431,HD8828,N,HARPS
ADP_2018_03_22T09_48_57.839,HD168746,Y,HARPS
ADP_2014_09_25T15_37_04.643,HD166724,Y,HARPS
ADP_2014_09_18T12_10_00.033,HD211038,N,HARPS
ADP_2014_09_18T12_13_54.957,HD154962,N,HARPS
ADP_2016_09_27T07_02_50.215,HD216803,N,FEROS
ADP_2014_12_30T22_55_27.063,HD82943,Y,HARPS
ADP_2019_11_07T01_14_26.461,HD190647,Y,HARPS
ADP_2014_09_25T15_35_25.327,HD1320,N,HARPS
ADP_2014_09_25T15_34_23.503,HD21019,N,HARPS
ADP_2015_07_27T13_30_48.670,HIP1954,N,HARPS
ADP_2014_09_16T11_06_20.967,HD117105,N,HARPS
ADP_2014_09_17T11_23_38.603,HD114747,N,HARPS
ADP_2016_09_20T08_08_13.238,HD149661,N,FEROS
ADP_2014_10_02T10_02_09.423,HD27894,Y,HARPS
ADP_2015_05_04T08_01_28.533,HD102117,Y,HARPS
ADP_2014_10_01T10_19_42.603,HD1461,N,HARPS
ADP_2014_09_17T11_23_31.610,HD65277,N,HARPS
ADP_2014_09_18T12_14_01.980,HD130930,N,HARPS
ADP_2014_10_02T09_59_44.650,HD89454,N,HARPS
ADP_2016_08_16T01_03_24.681,HD222669,N,HARPS
ADP_2016_02_16T01_02_54.093,HD65277,N,HARPS
ADP_2014_09_25T15_36_12.610,HD97037,N,HARPS
ADP_2019_11_10T01_17_16.267,HD216435,Y,HARPS
ADP_2014_10_01T10_19_22.423,HD203384,N,HARPS
ADP_2014_10_01T10_20_59.430,HD189625,N,HARPS
ADP_2014_09_25T15_33_12.943,HD88218,N,HARPS
ADP_2014_10_02T10_00_51.850,HD174545,N,HARPS
ADP_2014_09_24T09_42_35.660,HD83529,N,HARPS
ADP_2014_09_16T11_04_48.957,HD11964A,Y,HARPS
ADP_2019_05_22T01_08_23.843,HIP80337,Y,HARPS
ADP_2014_10_02T10_02_18.487,HD219249,N,HARPS
ADP_2014_10_01T10_19_59.717,HD169830,Y,HARPS
ADP_2014_09_26T16_53_50.373,HIP54582,N,HARPS
ADP_2014_09_23T11_00_52.387,HD9782,N,HARPS
ADP_2014_09_16T11_07_14.923,HD93380,N,HARPS
ADP_2014_09_24T09_44_43.410,HD141937,Y,HARPS
ADP_2014_09_23T11_00_56.433,HD11964A,Y,HARPS
ADP_2018_09_06T10_12_42.109,HD7570,N,FEROS
ADP_2014_09_17T11_21_04.937,HD38973,N,HARPS
ADP_2014_09_16T11_04_37.987,HD100508,N,HARPS
ADP_2018_03_19T01_02_46.691,HD107148,Y,HARPS
ADP_2017_05_07T01_02_51.586,HD150433,N,HARPS
ADP_2014_10_01T10_22_34.137,HD85119,N,HARPS
ADP_2014_09_26T16_51_26.367,HD73121,N,HARPS
ADP_2014_10_07T08_34_53.663,HD92719,N,HARPS
ADP_2014_10_02T10_03_48.383,HD224789,N,HARPS
ADP_2014_09_25T15_32_53.563,HD195564,N,HARPS
ADP_2014_09_26T16_54_40.100,HIP54287,N,HARPS
ADP_2014_09_16T11_04_54.700,HD10647,Y,HARPS
ADP_2014_09_25T15_36_33.823,HD44447,N,HARPS
ADP_2014_09_18T12_14_13.700,HD15337,N,HARPS
ADP_2014_09_18T12_11_53.417,HD2638,Y,HARPS
ADP_2014_09_16T11_06_08.317,HD222595,N,HARPS
ADP_2014_09_18T12_17_11.493,HD82516,N,HARPS
ADP_2018_04_16T01_03_19.476,HD52265,Y,HARPS
ADP_2014_09_16T11_07_21.903,HD6348,N,HARPS
ADP_2014_10_01T10_20_01.197,HD168871,N,HARPS
ADP_2014_09_29T13_27_00.947,HD44420,N,HARPS
ADP_2014_09_16T11_07_12.230,HD157338,N,HARPS
ADP_2014_09_17T11_20_57.943,HD106275,N,HARPS
ADP_2014_10_02T10_00_47.867,HD65562,N,HARPS
ADP_2014_10_02T10_02_02.747,HD111232,Y,HARPS
ADP_2014_10_02T10_02_51.757,HD221287,Y,HARPS
ADP_2014_09_24T09_43_24.423,HD138549,N,HARPS
ADP_2014_09_26T16_53_41.103,HD220367,N,HARPS
ADP_2014_09_26T16_54_01.447,HD145809,N,HARPS
ADP_2014_10_07T08_35_39.893,HD134060,N,HARPS
ADP_2016_09_26T07_15_32.814,HD30495,N,FEROS
ADP_2014_09_23T11_05_55.817,HD222582,Y,HARPS
ADP_2014_09_17T11_24_18.560,HD38973,N,HARPS
ADP_2014_10_06T10_06_09.543,HD196800,N,HARPS
ADP_2014_10_02T10_00_40.323,HD144497,N,HARPS
ADP_2014_09_23T11_02_53.583,HD73524,N,HARPS
ADP_2016_09_20T08_08_13.146,HD70642,Y,FEROS
ADP_2014_09_16T11_03_53.817,HD20003,N,HARPS
ADP_2014_09_24T09_43_47.173,HD96423,N,HARPS
ADP_2014_09_25T15_35_44.150,HD73524,N,HARPS
ADP_2014_09_23T11_02_38.490,HD115674,N,HARPS
ADP_2015_12_09T02_01_03.587,HD210277,Y,HARPS
ADP_2016_01_08T01_01_08.943,HD22879,N,HARPS
ADP_2014_10_06T10_05_37.067,HD28821,N,HARPS
ADP_2014_09_23T11_05_37.917,HD20003,N,HARPS
ADP_2014_09_17T11_22_35.343,HD88742,N,HARPS
ADP_2014_09_16T11_06_27.777,HD136894,N,HARPS
ADP_2016_09_26T07_15_37.089,HD10700,N,FEROS
ADP_2014_09_17T11_23_11.073,HD189625,N,HARPS
ADP_2014_10_01T10_19_26.440,HD330075,Y,HARPS
ADP_2014_09_16T11_05_17.007,HD10180,N,HARPS
ADP_2014_09_18T12_16_04.060,HD154962,N,HARPS
ADP_2014_10_02T10_01_46.287,HD171990,N,HARPS
ADP_2014_10_02T10_01_11.523,HD18719,N,HARPS
ADP_2014_10_07T14_31_23.330,HD190647,Y,HARPS
ADP_2014_09_16T11_03_57.823,HD203432,N,HARPS
ADP_2015_09_04T23_55_52.200,HD195564,N,HARPS
ADP_2014_09_17T11_22_28.840,HD19994,Y,HARPS
ADP_2015_06_02T23_56_00.477,HD123265,N,HARPS
ADP_2014_10_01T10_20_55.440,HD169830,Y,HARPS
ADP_2014_09_24T09_43_07.137,HD134606,N,HARPS
ADP_2014_10_01T10_20_11.060,HD13724,N,HARPS
ADP_2014_09_17T11_22_07.923,HD31822,N,HARPS
ADP_2014_09_24T09_44_26.203,HD168746,Y,HARPS
ADP_2016_09_20T09_32_34.931,eps-Indi,Y,FEROS
ADP_2014_09_16T11_06_56.320,HD177409,N,HARPS
ADP_2014_09_16T11_05_48.860,HD112540,N,HARPS
ADP_2014_09_18T12_17_21.203,HD144585,N,HARPS
ADP_2014_09_25T15_34_46.890,HD97037,N,HARPS
ADP_2015_04_15T08_03_52.857,HD102117,Y,HARPS
ADP_2014_09_25T15_34_14.183,HD21938,N,HARPS
ADP_2014_09_26T16_54_49.693,HD110619,N,HARPS
ADP_2014_09_17T11_24_19.063,HD140901,N,HARPS
ADP_2014_09_25T15_36_26.763,HD198075,N,HARPS
ADP_2014_10_01T10_23_24.227,HD169830,Y,HARPS
ADP_2017_03_07T01_03_50.959,HD71835,N,HARPS
ADP_2014_09_24T09_43_50.040,HD13060,N,HARPS
ADP_2015_01_22T22_55_22.733,HD38858,N,HARPS
ADP_2016_12_06T01_01_44.563,HD28471,N,HARPS
ADP_2014_10_31T18_00_35.707,HIP115577,N,HARPS
ADP_2014_10_02T10_01_04.233,HD215456,N,HARPS
ADP_2014_09_18T12_12_43.380,HD181433,Y,HARPS
ADP_2018_09_06T10_12_41.907,HD23356,N,FEROS
ADP_2014_09_17T11_20_41.523,HD145598,N,HARPS
ADP_2014_09_16T11_03_46.887,HD177409,N,HARPS
ADP_2014_09_17T11_21_55.980,HD140901,N,HARPS
ADP_2014_09_18T12_10_02.217,HD144585,N,HARPS
ADP_2018_01_28T01_03_26.937,HD107148,Y,HARPS
ADP_2014_09_17T11_20_40.523,HD100777,Y,HARPS
ADP_2014_09_23T11_02_08.980,HD181433,Y,HARPS
ADP_2014_09_25T15_33_19.670,HD10647,Y,HARPS
ADP_2014_10_02T10_03_45.520,HD203432,N,HARPS
ADP_2014_09_16T11_04_15.590,HD21749,N,HARPS
ADP_2014_09_25T15_35_22.033,HD161098,N,HARPS
ADP_2014_10_01T10_19_26.047,HD85119,N,HARPS
ADP_2014_09_16T11_08_07.273,HD165920,N,HARPS
ADP_2014_09_25T15_35_49.570,HD117207,Y,HARPS
ADP_2014_09_25T15_35_34.403,HD221146,N,HARPS
ADP_2015_01_27T22_55_23.380,HD40307,N,HARPS
ADP_2014_09_23T11_02_11.063,HD189625,N,HARPS
ADP_2014_09_25T15_33_17.977,HD44447,N,HARPS
ADP_2014_09_26T16_54_07.587,HD40397,N,HARPS
ADP_2015_06_10T23_56_11.680,HD144628,N,HARPS
ADP_2014_09_26T16_52_00.820,HD10002,N,HARPS
ADP_2014_10_02T10_03_30.440,HD196050,Y,HARPS
ADP_2017_03_06T01_02_24.201,HD114853,N,HARPS
ADP_2014_09_18T12_09_40.963,HD157830,N,HARPS
ADP_2014_09_25T15_34_46.717,HD73121,N,HARPS
ADP_2014_09_25T15_34_22.450,HD51608,N,HARPS
ADP_2014_09_26T16_54_03.663,HD38382,N,HARPS
ADP_2019_05_24T01_50_45.219,HD76151,N,HARPS
ADP_2014_09_23T11_03_55.020,HD220507,N,HARPS
ADP_2017_09_05T11_25_17.709,GJ86,Y,FEROS
ADP_2014_09_24T09_44_42.390,HD11964A,Y,HARPS
ADP_2014_10_02T10_03_11.327,HD80883,N,HARPS
ADP_2015_01_16T22_55_31.527,HD40397,N,HARPS
ADP_2016_09_27T07_02_44.513,HD72673,N,FEROS
ADP_2014_09_23T11_00_56.560,HD199960,N,HARPS
ADP_2014_10_01T10_22_08.283,HD208487,Y,HARPS
ADP_2014_10_07T08_34_40.230,HD157172,N,HARPS
ADP_2014_09_26T16_55_00.570,HD154088,N,HARPS
ADP_2014_09_23T11_00_55.990,HD10002,N,HARPS
ADP_2014_09_26T16_54_38.440,HD223282,N,HARPS
ADP_2014_09_17T11_20_59.310,HD8828,N,HARPS
ADP_2015_12_09T10_14_36.933,HD65907A,N,HARPS
ADP_2014_09_17T11_23_15.513,HD48611,N,HARPS
ADP_2015_02_13T00_55_33.640,HD90156,N,HARPS
ADP_2014_10_01T10_21_46.870,HD222582,Y,HARPS
ADP_2014_09_26T16_53_40.457,HIP54287,N,HARPS
ADP_2014_10_01T10_20_56.367,HD73256,N,HARPS
ADP_2016_11_30T01_02_18.725,HD71835,N,HARPS
ADP_2014_10_02T09_59_56.940,HD145809,N,HARPS
ADP_2014_09_16T11_05_25.077,HD157172,N,HARPS
ADP_2014_10_31T18_00_35.547,HIP41317,N,HARPS
ADP_2016_09_27T07_02_50.297,HD10700,N,FEROS
ADP_2014_10_02T09_59_57.413,HD193193,N,HARPS
ADP_2017_04_04T01_02_26.401,HD93083,Y,HARPS
ADP_2017_03_13T01_02_44.126,HD114853,N,HARPS
ADP_2014_10_06T10_05_27.850,HD24892,N,HARPS
ADP_2014_09_25T15_34_39.303,HD207970,N,HARPS
ADP_2016_09_26T07_15_33.204,HD43162,N,FEROS
ADP_2014_09_24T09_43_20.987,HD7199,Y,HARPS
ADP_2016_09_27T11_56_47.043,tauCeti,N,FEROS
ADP_2019_03_01T01_05_24.221,HD107148,Y,HARPS
ADP_2014_09_18T12_13_04.470,HD47186,Y,HARPS
ADP_2014_09_25T15_37_17.953,HD97037,N,HARPS
ADP_2014_09_25T15_35_01.663,HD134060,N,HARPS
ADP_2014_09_16T11_07_34.053,HD70889,N,HARPS
ADP_2014_09_18T12_14_54.313,HD82516,N,HARPS
ADP_2014_09_25T15_37_32.083,HD218249,N,HARPS
ADP_2014_09_17T11_22_03.757,HD166724,Y,HARPS
ADP_2015_09_03T23_56_06.133,HD192961,N,HARPS
ADP_2014_10_02T10_02_45.587,HD63454,Y,HARPS
ADP_2014_10_01T10_21_20.180,HD63454,Y,HARPS
ADP_2014_10_01T10_21_04.503,HD221420,Y,HARPS
ADP_2014_09_25T15_32_58.810,HD59468,N,HARPS
ADP_2014_10_02T10_03_07.783,HD219249,N,HARPS
ADP_2014_09_26T16_53_07.793,HD72579,N,HARPS
ADP_2014_09_17T11_24_00.447,HD11964A,Y,HARPS
ADP_2018_12_18T01_19_52.573,HD28185,Y,HARPS
ADP_2014_09_18T12_14_30.687,HD20003,N,HARPS
ADP_2019_02_15T01_11_47.678,HD117618,Y,HARPS
ADP_2014_11_05T19_00_37.573,HIP108468,N,HARPS
ADP_2014_09_25T15_35_17.480,HD47186,Y,HARPS
ADP_2016_08_08T01_04_04.815,HD177565,N,HARPS
ADP_2014_09_17T11_23_20.323,HD148303,N,HARPS
ADP_2014_09_25T15_34_09.993,HD31527,N,HARPS
ADP_2014_10_06T10_06_08.083,HIP36512,N,HARPS
ADP_2014_09_17T11_22_11.200,HD34688,N,HARPS
ADP_2014_10_06T10_06_06.687,HIP95962,N,HARPS
ADP_2014_10_01T10_22_25.687,HD202206,N,HARPS
ADP_2014_09_17T11_22_45.407,HD181433,Y,HARPS
ADP_2014_10_07T08_34_27.943,HD82943,Y,HARPS
ADP_2014_09_24T09_41_53.323,HD122862,N,HARPS
ADP_2014_10_02T10_01_38.447,HD193193,N,HARPS
ADP_2014_09_16T11_08_08.660,HD48611,N,HARPS
